,source,name,start_datetime,stop_datetime,address,lat,lon,description,classification,temperatureMin,temperatureMax,narrative,precipType,precipChance,qpfSnow,snowRange,relativeHumidity,thunderCategory,temperatureHeatIndex,uvDescription,windSpeed,starting_lat,starting_lon,gc_distance_miles,est_drivetime_hours,event_type,start_date
809,Trail,Cucumber Gap Loop,2020-11-22 13:29:02.254365206,2020-11-22 13:29:02.255367517,"Gatlinburg, Tennessee",35.6535,-83.58,Get two for the price of one: a gentle stream hike and a quiet woods hike.,,37, 62, 'Mostly cloudy. Highs in the low 60s and lows in the upper 30s.', 'rain', 10, 0.0, 66, 'No thunder', 61, 'Low', 5,,33.827554,-84.32355,134.71622831559236,2.2452704719265393,Hiking,11/22/2020
810,Trail,Alum Cave,2020-11-22 13:29:02.267322063,2020-11-22 13:29:02.267322063,"Gatlinburg, Tennessee",35.6295,-83.4515,"For a bit of everythingâ€”geology, history, viewsâ€”hike up (and through!) the mountainside to the Alum Cave Bluffs.",,32, 54, 'Cloudy. Highs in the mid 50s and lows in the low 30s.', 'rain', 10, 0.0, 70, 'No thunder', 53, 'Low', 5,,33.827554,-84.32355,136.2778580776121,2.2712976346268685,Hiking,11/22/2020
811,Trail,MacRae Peak Out and Back,2020-11-22 13:29:02.278387308,2020-11-22 13:29:02.278387308,"Linville, North Carolina",36.0962,-81.8319,A challenging trail that will keep you on your game and get your adrenaline pumping.,,36, 51, 'Mostly cloudy. Highs in the low 50s and lows in the mid 30s.', 'rain', 10, 0.0, 77, 'No thunder', 50, 'Low', 6,,33.827554,-84.32355,222.1342483940316,3.70223747323386,Hiking,11/22/2020
812,Trail,Smokies Challenge Adventure Run (SCAR),2020-11-22 13:29:02.288932323,2020-11-22 13:29:02.288932323,"Robbinsville, North Carolina",35.4519,-83.801,A challenging hike along the Appalachian Trail - Great Smoky Mountain National Park Section.,,38, 63, 'Mostly cloudy. Highs in the low 60s and lows in the upper 30s.', 'rain', 10, 0.0, 70, 'No thunder', 61, 'Low', 5,,33.827554,-84.32355,117.06411911127813,1.9510686518546356,Hiking,11/22/2020
813,Trail,Mount Leconte: 6-Routes 3-Summits,2020-11-22 13:29:02.297103643,2020-11-22 13:29:02.297103643,"Gatlinburg, Tennessee",35.6109,-83.4246,Experience ALL of Leconte in a single hike!,,30, 52, 'Mostly cloudy. Highs in the low 50s and lows in the low 30s.', 'rain', 10, 0.0, 71, 'No thunder', 51, 'Low', 5,,33.827554,-84.32355,135.81942797075112,2.263657132845852,Hiking,11/22/2020
814,Trail,Fontana Dam - Shuckstack Fire Tower,2020-11-22 13:29:02.311713219,2020-11-22 13:29:02.311713219,"Robbinsville, North Carolina",35.4519,-83.8021,An intense uphill hike from Fontana Dam to Shuckstack Fire Tower is rewarded by spectacular views and a descent.,,38, 63, 'Mostly cloudy. Highs in the low 60s and lows in the upper 30s.', 'rain', 10, 0.0, 70, 'No thunder', 61, 'Low', 5,,33.827554,-84.32355,117.04424045165013,1.9507373408608355,Hiking,11/22/2020
815,Trail,Conley Cove,2020-11-22 13:29:02.322249651,2020-11-22 13:29:02.322249651,"Spruce Pine, North Carolina",35.8901,-81.9063,"Conley Cove is a fun route into the gorge, feauturing a small cave (overhang) and many large trees.",,41, 57, 'Mostly cloudy. Highs in the upper 50s and lows in the low 40s.', 'rain', 20, 0.0, 76, 'No thunder', 55, 'Low', 5,,33.827554,-84.32355,209.14805021179464,3.485800836863244,Hiking,11/22/2020
816,Trail,Glassy Mountain,2020-11-22 13:29:02.330435991,2020-11-22 13:29:02.330435991,"Flat Rock, North Carolina",35.2736,-82.4452,A great out-and-back hike with a lot to see along the way.,,43, 60, 'Cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 75, 'No thunder', 59, 'Low', 7,,33.827554,-84.32355,156.0295750192937,2.6004929169882285,Hiking,11/22/2020
817,Trail,Porters Creek Trail,2020-11-22 13:29:02.342022896,2020-11-22 13:29:02.342022896,"Gatlinburg, Tennessee",35.6968,-83.3882,"A wildflower, waterfall, creek, and historic settlement trail that ends at Campsite #31.",,37, 60, 'Cloudy. Highs in the low 60s and lows in the upper 30s.', 'rain', 10, 0.0, 66, 'No thunder', 59, 'Low', 4,,33.827554,-84.32355,142.15249482685735,2.369208247114289,Hiking,11/22/2020
818,Trail,Lemon Gap to Max Patch,2020-11-22 13:29:02.354611158,2020-11-22 13:29:02.354611158,"Marshall, North Carolina",35.8255,-82.9376,An awesome section covering the famous Max Patch with creek crossings and the deep hardwoods of Pisgah National Forest.,,34, 56, 'Cloudy. Highs in the mid 50s and lows in the mid 30s.', 'rain', 10, 0.0, 66, 'No thunder', 55, 'Low', 5,,33.827554,-84.32355,163.62578411584155,2.7270964019306927,Hiking,11/22/2020
819,Trail,Bridal Veil Falls,2020-11-22 13:29:02.361176491,2020-11-22 13:29:02.365177393,"Clayton, Georgia",34.7403,-83.3906,"A challenging route on mostly rocks, boulders, and rock slopes. Be fully prepared with lots of water.",,47, 65, 'Mostly cloudy. Highs in the mid 60s and lows in the upper 40s.', 'rain', 20, 0.0, 68, 'No thunder', 64, 'Low', 4,,33.827554,-84.32355,86.98002335368024,1.4496670558946707,Hiking,11/22/2020
820,Trail,Stone Cuts to Golan Heights Loop,2020-11-22 13:29:02.375364780,2020-11-22 13:29:02.375364780,"Huntsville, Alabama",34.7442,-86.5081,A challenging loop to explore some of Monte Sano's most rugged and beautiful areas.,,40, 68, 'Showers possible in the afternoon. Highs in the upper 60s and lows in the low 40s.', 'rain', 40, 0.0, 69, 'No thunder', 67, 'Low', 7,,33.827554,-84.32355,153.90571964091845,2.565095327348641,Hiking,11/22/2020
821,Trail,Charlies Bunion via Kephart Loop,2020-11-22 13:29:02.389896393,2020-11-22 13:29:02.390905142,"Cherokee, North Carolina",35.5857,-83.3583,This loop provides a longer and less crowded hike that features the scenic Charlies Bunion bald.,,37, 58, 'Cloudy. Highs in the upper 50s and lows in the upper 30s.', 'rain', 10, 0.0, 70, 'No thunder', 56, 'Low', 5,,33.827554,-84.32355,136.09557813018708,2.268259635503118,Hiking,11/22/2020
822,Trail,Oak Mountain 20 Miler,2020-11-22 13:29:02.399106264,2020-11-22 13:29:02.399106264,"Pelham, Alabama",33.3214,-86.7621,"Trails used: Yellow Trail, Blue Trail, White Trail, Orange Trail, Red Trail.",,47, 70, 'Considerable cloudiness. Highs in the low 70s and lows in the upper 40s.', 'rain', 10, 0.0, 64, 'No thunder', 69, 'Moderate', 4,,33.827554,-84.32355,162.98518472560616,2.7164197454267693,Hiking,11/22/2020
823,Trail,Cumberland Mountain State Park Loop,2020-11-22 13:29:02.412935734,2020-11-22 13:29:02.412935734,"Crossville, Tennessee",35.9008,-84.9973,"A very nice, well-maintained trail system.",,36, 61, 'Afternoon showers. Highs in the low 60s and lows in the mid 30s.', 'rain', 50, 0.0, 70, 'No thunder', 60, 'Low', 8,,33.827554,-84.32355,149.47722261622837,2.491287043603806,Hiking,11/22/2020
824,Trail,High Line Loop,2020-11-22 13:29:02.421376467,2020-11-22 13:29:02.421376467,"Cullowhee, North Carolina",35.3412,-83.0295,A 13-mile loop on old logging roads and the Mountains-to-Sea Trail.,,38, 55, 'Cloudy. Highs in the mid 50s and lows in the upper 30s.', 'rain', 10, 0.0, 72, 'No thunder', 53, 'Low', 5,,33.827554,-84.32355,133.20446081166148,2.2200743468610247,Hiking,11/22/2020
825,Trail,Hickory Creek to Panther Creek Falls,2020-11-22 13:29:02.435015202,2020-11-22 13:29:02.436013937,"Chatsworth, Georgia",34.8995,-84.6467,Great hike to top of falls and several spots in meadow above the falls. Last 0.5 miles is a TOUGH uphill rock scramble.,,41, 64, 'Mostly cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 69, 'No thunder', 63, 'Low', 6,,33.827554,-84.32355,76.9067562177377,1.2817792702956283,Hiking,11/22/2020
826,Trail,Wolfden Loop,2020-11-22 13:29:02.446816444,2020-11-22 13:29:02.446816444,"Manchester, Georgia",32.8631,-84.7196,Moderately difficult trail with beautiful views.,,51, 71, 'Considerable cloudiness. Highs in the low 70s and lows in the low 50s.', 'rain', 10, 0.0, 65, 'No thunder', 70, 'Moderate', 4,,33.827554,-84.32355,71.52535049531626,1.1920891749219378,Hiking,11/22/2020
827,Trail,Narrows Ridge Full Loop,2020-11-22 13:29:02.455994844,2020-11-22 13:29:02.455994844,"Pinson, Alabama",33.702,-86.6927,"An easy-moderate loop through beautiful woodlands, with a slight detour to view the waterfall.",,45, 71, 'Cloudy. Highs in the low 70s and lows in the mid 40s.', 'rain', 10, 0.0, 63, 'No thunder', 69, 'Moderate', 5,,33.827554,-84.32355,154.23246131423087,2.570541021903848,Hiking,11/22/2020
828,Trail,Wet'n'Wild Harper Creek Loop,2020-11-22 13:29:02.472129107,2020-11-22 13:29:02.473193645,"Linville, North Carolina",35.9775,-81.7665,"A wet and wild loop of the Harper Creek drainage with 4 waterfalls, 15 creek crossings, and epic views!",,44, 60, 'Mostly cloudy. Highs in the low 60s and lows in the mid 40s.', 'rain', 10, 0.0, 75, 'No thunder', 58, 'Low', 4,,33.827554,-84.32355,219.62167610498682,3.660361268416447,Hiking,11/22/2020
829,Trail,Neels Gap - Lake Winfield Scott Traverse,2020-11-22 13:29:02.483541965,2020-11-22 13:29:02.483541965,"Blairsville, Georgia",34.7354,-83.9182,Hike from Neels Gap to Lake Winfield Scott Recreation Area.,,43, 63, 'Mostly cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 73, 'No thunder', 61, 'Low', 5,,33.827554,-84.32355,67.9125890180143,1.1318764836335717,Hiking,11/22/2020
830,Trail,Rainbow Mountain,2020-11-22 13:29:02.493236780,2020-11-22 13:29:02.493236780,"Madison, Alabama",34.7337,-86.7283,A rocky and hilly loop around Rainbow Mountain.,,40, 68, 'Cloudy. Highs in the upper 60s and lows in the low 40s.', 'rain', 20, 0.0, 68, 'No thunder', 67, 'Low', 8,,33.827554,-84.32355,166.64081035934797,2.7773468393224663,Hiking,11/22/2020
831,Trail,Benton MacKaye Trail - Childers Creek to Unicoi Gap - Backpack,2020-11-22 13:29:02.504729033,2020-11-22 13:29:02.504729033,"Benton, Tennessee",35.1895,-84.4901,This 18.7 mile backpack takes you along the edge of the Hiwassee River  then up Unicoi Mountain to Unicoi Gap.,,42, 67, 'Cloudy. Highs in the upper 60s and lows in the low 40s.', 'rain', 10, 0.0, 70, 'No thunder', 66, 'Low', 6,,33.827554,-84.32355,94.70456060897723,1.5784093434829538,Hiking,11/22/2020
832,Trail,Coosa Backcountry,2020-11-22 13:29:02.512926579,2020-11-22 13:29:02.512926579,"Blairsville, Georgia",34.7639,-83.9268,A gorgeous singletrack stretch of southern Appalachia with plenty of elevation gain.,,41, 61, 'Cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 74, 'No thunder', 60, 'Low', 5,,33.827554,-84.32355,69.52821283446367,1.1588035472410612,Hiking,11/22/2020
833,Trail,Short Springs Loop,2020-11-22 13:29:02.525080204,2020-11-22 13:29:02.525080204,"Tullahoma, Tennessee",35.4075,-86.1747,"A fun singletrack hike through the rolling hills of TN that includes creeks, waterfalls, and some beautiful views.",,37, 65, 'Chance of afternoon showers. Highs in the mid 60s and lows in the upper 30s.', 'rain', 50, 0.0, 69, 'No thunder', 64, 'Low', 9,,33.827554,-84.32355,160.69101715656439,2.6781836192760733,Hiking,11/22/2020
834,Trail,"Pinhoti Run (Bear Creek, Pinhoti, Mountaintown Creek)",2020-11-22 13:29:02.537922382,2020-11-22 13:29:02.537922382,"Cherry Log, Georgia",34.8186,-84.5641,Mountain hiking at its finest!,,42, 65, 'Cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 69, 'No thunder', 63, 'Low', 6,,33.827554,-84.32355,70.1930772213196,1.1698846203553266,Hiking,11/22/2020
835,Trail,Peavine Falls and Peavine Gorge,2020-11-22 13:29:02.547160625,2020-11-22 13:29:02.547160625,"Pelham, Alabama",33.3025,-86.7617,This hike visits the park highlight of Peavine Falls in Peavine Gorge on the south side of Oak Mountain State Park.,,47, 70, 'Considerable cloudiness. Highs in the low 70s and lows in the upper 40s.', 'rain', 10, 0.0, 64, 'No thunder', 69, 'Moderate', 4,,33.827554,-84.32355,163.27809255975146,2.721301542662524,Hiking,11/22/2020
836,Trail,Rabun Georgia Half Marathon Hike,2020-11-22 13:29:02.556342125,2020-11-22 13:29:02.556342125,"Mountain City, Georgia",34.9817,-83.2743,"A quiet, scenic loop featuring Rabun Bald, Georgia's second highest peak, along with two stunning 100ft+ waterfalls.",,43, 60, 'Mostly cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 73, 'No thunder', 58, 'Low', 4,,33.827554,-84.32355,104.26892327714329,1.737815387952388,Hiking,11/22/2020
837,Trail,Pinhoti 3,2020-11-22 13:29:02.568419695,2020-11-22 13:29:02.568419695,"Chatsworth, Georgia",34.795,-84.6054,An uphill out and a downhill back with some nice views and multiple switchbacks.,,42, 65, 'Mostly cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 69, 'No thunder', 63, 'Low', 6,,33.827554,-84.32355,69.24851491240312,1.1541419152067187,Hiking,11/22/2020
838,Trail,Denton Creek Falls,2020-11-22 13:29:02.576421738,2020-11-22 13:29:02.580421209,"Hiawassee, Georgia",34.9831,-83.5542,A two-mile round trip trail visiting three pristine waterfalls on Denton Creek.,,38, 58, 'Mostly cloudy. Highs in the upper 50s and lows in the upper 30s.', 'rain', 10, 0.0, 72, 'No thunder', 56, 'Low', 5,,33.827554,-84.32355,93.8129561340561,1.563549268900935,Hiking,11/22/2020
839,Trail,Maggie's Glen Loop,2020-11-22 13:29:02.588424206,2020-11-22 13:29:02.588424206,"Indian Springs Village, Alabama",33.3574,-86.7047,A beautiful loop through the gorgeous woods on the northeastern edge of Oak Mountain State Park.,,47, 71, 'More clouds than sun. Highs in the low 70s and lows in the upper 40s.', 'rain', 10, 0.0, 64, 'No thunder', 69, 'Moderate', 4,,33.827554,-84.32355,158.73694673513427,2.6456157789189043,Hiking,11/22/2020
840,Trail,DuPont State Forest Triple Falls Loop,2020-11-22 13:29:02.600422859,2020-11-22 13:29:02.600422859,"Brevard, North Carolina",35.2021,-82.6202,A great short tour of DuPont to see three impressive waterfalls.,,44, 61, 'Mostly cloudy. Highs in the low 60s and lows in the mid 40s.', 'rain', 10, 0.0, 74, 'No thunder', 59, 'Low', 7,,33.827554,-84.32355,144.3986708508855,2.406644514181425,Hiking,11/22/2020
841,Trail,Deep Creek Loop,2020-11-22 13:29:02.608422518,2020-11-22 13:29:02.608422518,"Bryson City, North Carolina",35.4648,-83.4337,"If you're hoping to see the highlights of the park in a shorter loop, this route is for you!",,41, 64, 'Cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 70, 'No thunder', 63, 'Low', 4,,33.827554,-84.32355,126.51574886306993,2.1085958143844987,Hiking,11/22/2020
842,Trail,Link Way to Wind Way Hills,2020-11-22 13:29:02.620365381,2020-11-22 13:29:02.620365381,"Alexander City, Alabama",32.7775,-85.9493,Challenging trail with many hills.,,50, 71, 'Mix of sun and clouds. Highs in the low 70s and lows in the low 50s.', 'rain', 10, 0.0, 68, 'No thunder', 70, 'Moderate', 3,,33.827554,-84.32355,129.08862414857097,2.1514770691428495,Hiking,11/22/2020
843,Trail,Fall Branch Falls Out-and-Back,2020-11-22 13:29:02.632421494,2020-11-22 13:29:02.632421494,"Cherry Log, Georgia",34.7841,-84.3021,"This short out-an to Fall Branch Falls south of Blue Ridge along the Benton MacKaye Trail is a popular, very scenic hike.",,41, 63, 'Cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 72, 'No thunder', 62, 'Low', 6,,33.827554,-84.32355,66.10653324648433,1.1017755541080723,Hiking,11/22/2020
844,Trail,John Noel Trail,2020-11-22 13:29:02.640419483,2020-11-22 13:29:02.640419483,"Bon Aqua Junction, Tennessee",35.9457,-87.3202,"A sweet 1-mile loop among old enormous growth trees, sinkholes, and abundant wildflowers in season.",,36, 61, 'Chance of showers. Highs in the low 60s and lows in the mid 30s.', 'rain', 60, 0.0, 75, 'No thunder', 61, 'Low', 9,,33.827554,-84.32355,239.55546080699796,3.992591013449966,Hiking,11/22/2020
845,Trail,Gristmill Trail,2020-11-22 13:29:02.654528856,2020-11-22 13:29:02.654528856,"Lake View, Alabama",33.2575,-87.0626,A picturesque trail by the John Wesley Hall Grist Mill and along Mill Creek and Mill Creek Falls.,,46, 72, 'Mostly cloudy. Highs in the low 70s and lows in the mid 40s.', 'rain', 10, 0.0, 64, 'No thunder', 71, 'Moderate', 5,,33.827554,-84.32355,183.22509982231188,3.053751663705198,Hiking,11/22/2020
846,Trail,Falls Creek Falls,2020-11-22 13:29:02.663767338,2020-11-22 13:29:02.663767338,"Slater-Marietta, South Carolina",35.1326,-82.5324,A tough trail leading to an awesome waterfall.,,43, 60, 'Mostly cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 75, 'No thunder', 58, 'Low', 6,,33.827554,-84.32355,145.7223345906887,2.428705576511478,Hiking,11/22/2020
847,Trail,Island Ford South Loop,2020-11-22 13:29:02.675060511,2020-11-22 13:29:02.675060511,"Dunwoody, Georgia",33.9873,-84.3249,A great loop highlighting some of Chattahoochee River's best trails.,,48, 67, 'Cloudy. Highs in the upper 60s and lows in the upper 40s.', 'rain', 10, 0.0, 71, 'No thunder', 65, 'Low', 4,,33.827554,-84.32355,11.037689420777328,0.1839614903462888,Hiking,11/22/2020
848,Trail,Carmen AT Loop,2020-11-22 13:29:02.683200836,2020-11-22 13:29:02.683200836,"Marshall, North Carolina",36.0213,-82.6485,Amazing loop with some of the best southeast cliff views and a frolicking descent down the final stretch.,,40, 62, 'Mostly cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 66, 'No thunder', 60, 'Low', 6,,33.827554,-84.32355,184.91201406528532,3.081866901088089,Hiking,11/22/2020
849,Trail,Rough Creek Goodness,2020-11-22 13:29:02.695282698,2020-11-22 13:29:02.695282698,"Canton, North Carolina",35.5879,-82.8433,An amazing hike through an unknown gem.,,37, 57, 'Cloudy. Highs in the upper 50s and lows in the upper 30s.', 'rain', 10, 0.0, 68, 'No thunder', 56, 'Low', 6,,33.827554,-84.32355,153.77295702364344,2.562882617060724,Hiking,11/22/2020
850,Trail,"Big Creek Gulf, Big Creek Rim, and Stone Door Trails Loop",2020-11-22 13:29:02.705349445,2020-11-22 13:29:02.705349445,"Altamont, Tennessee",35.4466,-85.655,Needs Summary,,39, 66, 'Chance of afternoon showers. Highs in the mid 60s and lows in the upper 30s.', 'rain', 50, 0.0, 69, 'No thunder', 65, 'Low', 7,,33.827554,-84.32355,140.35899642431403,2.3393166070719005,Hiking,11/22/2020
851,Trail,Bearwallow Mountain Loop,2020-11-22 13:29:02.717443466,2020-11-22 13:29:02.717443466,"Fairview, North Carolina",35.4607,-82.3677,A short but beautiful hike to one of the crown jewels of the Hickory Nut Gorge.,,42, 59, 'Cloudy. Highs in the upper 50s and lows in the low 40s.', 'rain', 10, 0.0, 74, 'No thunder', 57, 'Low', 7,,33.827554,-84.32355,168.0333739383074,2.8005562323051234,Hiking,11/22/2020
852,Trail,Gregory Bald Out and Back,2020-11-22 13:29:02.725378275,2020-11-22 13:29:02.725378275,"Maryville, Tennessee",35.5429,-83.8944,A steady climb to one of two park-maintained balds in Great Smoky.,,36, 61, 'Mostly cloudy. Highs in the low 60s and lows in the mid 30s.', 'rain', 10, 0.0, 68, 'No thunder', 59, 'Low', 6,,33.827554,-84.32355,121.62803448719767,2.027133908119961,Hiking,11/22/2020
853,Trail,Silers Bald Loop,2020-11-22 13:29:02.738571405,2020-11-22 13:29:02.738571405,"Bryson City, North Carolina",35.5569,-83.4961,A difficult loop starting at Clingmans Dome.,,26, 48, 'Cloudy. Highs in the upper 40s and lows in the mid 20s.', 'rain', 10, 0.0, 72, 'No thunder', 46, 'Low', 5,,33.827554,-84.32355,130.56215160488821,2.17603586008147,Hiking,11/22/2020
854,Trail,Pine Mountain Trail - West and East,2020-11-22 13:29:02.744953632,2020-11-22 13:29:02.748959541,"Emerson, Georgia",34.1753,-84.7533,"Hike one or both trails with parking at each end, and a beautiful view from Archer Overlook.",,46, 68, 'Mostly cloudy. Highs in the upper 60s and lows in the mid 40s.', 'rain', 10, 0.0, 70, 'No thunder', 66, 'Low', 4,,33.827554,-84.32355,36.72644749158168,0.612107458193028,Hiking,11/22/2020
855,Trail,Green River Game Lands Loop #1,2020-11-22 13:29:02.759354115,2020-11-22 13:29:02.759354115,"Dana, North Carolina",35.291,-82.3238,"This loop offers fun terrain, mature forest, and plenty of water to admire. The Bear Branch section is a steep climb!",,45, 62, 'Mostly cloudy. Highs in the low 60s and lows in the mid 40s.', 'rain', 10, 0.0, 73, 'No thunder', 60, 'Low', 7,,33.827554,-84.32355,162.7786249103109,2.712977081838515,Hiking,11/22/2020
856,Trail,Woody Gap and Dockerty Lake Loop,2020-11-22 13:29:02.771828890,2020-11-22 13:29:02.771828890,"Dahlonega, Georgia",34.6778,-83.9998,Awesome singletrack on the AT looping back to Woody Gap to re-fuel.,,40, 60, 'Cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 73, 'No thunder', 58, 'Low', 5,,33.827554,-84.32355,62.32137929413796,1.0386896549022995,Hiking,11/22/2020
857,Trail,Slickrock and Citico Wilderness Loop,2020-11-22 13:29:02.780926704,2020-11-22 13:29:02.780926704,"Vonore, Tennessee",35.3484,-84.0382,A challenging route with incredible waterfalls and overlooks.,,30, 55, 'Cloudy. Highs in the mid 50s and lows in the low 30s.', 'rain', 10, 0.0, 72, 'No thunder', 53, 'Low', 7,,33.827554,-84.32355,106.64832427502395,1.7774720712503993,Hiking,11/22/2020
858,Trail,Ocoee River Loop,2020-11-22 13:29:02.792259693,2020-11-22 13:29:02.792259693,"Ducktown, Tennessee",35.0755,-84.4837,A great 10-mile loop in the area.,,41, 65, 'Mostly cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 70, 'No thunder', 64, 'Low', 5,,33.827554,-84.32355,86.83384688173822,1.4472307813623038,Hiking,11/22/2020
859,Trail,Pinnacle Park Tour,2020-11-22 13:29:02.805090189,2020-11-22 13:29:02.805090189,"Sylva, North Carolina",35.4228,-83.1911,A 12-mile round-trip challenging hike.,,44, 62, 'Cloudy. Highs in the low 60s and lows in the mid 40s.', 'rain', 10, 0.0, 72, 'No thunder', 61, 'Low', 4,,33.827554,-84.32355,131.72293079718617,2.1953821799531026,Hiking,11/22/2020
860,Trail,Beltline Eastside Trail: Piedmont Park to Krog Street Market,2020-11-22 13:29:02.815525293,2020-11-22 13:29:02.815525293,"Druid Hills, Georgia",33.7819,-84.3685,A 5-mile romp through some of Atlanta's best spots for both green spaces and urban culture.,,48, 67, 'Cloudy. Highs in the upper 60s and lows in the upper 40s.', 'rain', 10, 0.0, 71, 'No thunder', 66, 'Low', 5,,33.827554,-84.32355,4.2974471176972795,0.07162411862828799,Hiking,11/22/2020
861,Trail,Stone Mountain State Park Loop,2020-11-22 13:29:02.829723358,2020-11-22 13:29:02.829723358,"Stone Mountain, Georgia",33.8006,-84.1535,A lovely day hike that hits many of Stone Mountain's best features!,,47, 66, 'Mostly cloudy. Highs in the mid 60s and lows in the upper 40s.', 'rain', 10, 0.0, 73, 'No thunder', 64, 'Low', 4,,33.827554,-84.32355,11.194799815228484,0.18657999692047472,Hiking,11/22/2020
862,Trail,Sugarlands Valley Nature Trail,2020-11-22 13:29:02.838488817,2020-11-22 13:29:02.838488817,"Gatlinburg, Tennessee",35.6796,-83.5313,A wheelchair-accessible route leading visitors through gorgeous eastern forests to a small stream.,,40, 64, 'Cloudy. Highs in the mid 60s and lows in the low 40s.', 'rain', 10, 0.0, 65, 'No thunder', 63, 'Low', 5,,33.827554,-84.32355,137.50224893381795,2.291704148896966,Hiking,11/22/2020
863,Trail,Jean Shorts Special,2020-11-22 13:29:02.848233938,2020-11-22 13:29:02.852233887,"Owens Cross Roads, Alabama",34.6466,-86.5313,A fun hike from the bottom to the top of Blevins Gap Preserve.,,41, 69, 'Cloudy. Highs in the upper 60s and lows in the low 40s.', 'rain', 20, 0.0, 68, 'No thunder', 67, 'Low', 6,,33.827554,-84.32355,152.79088454711334,2.546514742451889,Hiking,11/22/2020
864,Trail,Joyce Kilmer Memorial Forest Loop,2020-11-22 13:29:02.863501549,2020-11-22 13:29:02.863501549,"Robbinsville, North Carolina",35.3588,-83.9291,An amazing old growth loop hike in the Joyce Kilmer Wilderness.,,35, 61, 'Mostly cloudy. Highs in the low 60s and lows in the mid 30s.', 'rain', 10, 0.0, 71, 'No thunder', 59, 'Low', 6,,33.827554,-84.32355,108.75006241529046,1.812501040254841,Hiking,11/22/2020
865,Trail,Kennesaw Mountain Loop,2020-11-22 13:29:02.875499964,2020-11-22 13:29:02.875499964,"Marietta, Georgia",33.9832,-84.5785,"Varied terrain, historical sites, and excellent views make this an enjoyable hike.",,47, 67, 'Mostly cloudy. Highs in the upper 60s and lows in the upper 40s.', 'rain', 10, 0.0, 71, 'No thunder', 65, 'Low', 6,,33.827554,-84.32355,19.707975944093903,0.3284662657348984,Hiking,11/22/2020
866,Trail,Sulfur Springs Loop,2020-11-22 13:29:02.886770010,2020-11-22 13:29:02.886770010,"Wade Hampton, South Carolina",34.932,-82.3839,Experience a nice loop trail through Paris Mountain State Park that is foot-traffic only for a section.,,49, 65, 'Mostly cloudy. Highs in the mid 60s and lows in the upper 40s.', 'rain', 10, 0.0, 69, 'No thunder', 64, 'Low', 6,,33.827554,-84.32355,145.82456015679304,2.4304093359465506,Hiking,11/22/2020
867,Trail,Bracken Preserve Loop,2020-11-22 13:29:02.896970034,2020-11-22 13:29:02.896970034,"Brevard, North Carolina",35.2409,-82.756,One of the hidden jewels for hiking in the Brevard/Pisgah Forest trail system.,,45, 62, 'Mostly cloudy. Highs in the low 60s and lows in the mid 40s.', 'rain', 10, 0.0, 74, 'No thunder', 61, 'Low', 6,,33.827554,-84.32355,139.8093858720557,2.3301564312009284,Hiking,11/22/2020
868,Trail,Spence Field Loop,2020-11-22 13:29:02.908969879,2020-11-22 13:29:02.908969879,"Robbinsville, North Carolina",35.605,-83.77,This longer route offers visitors the chance to meander through Spence Field.,,39, 63, 'Cloudy. Highs in the low 60s and lows in the upper 30s.', 'rain', 10, 0.0, 68, 'No thunder', 62, 'Low', 6,,33.827554,-84.32355,127.75588029237134,2.1292646715395223,Hiking,11/22/2020
869,Trail,Len Foote Hike Inn Loop,2020-11-22 13:29:02.921541214,2020-11-22 13:29:02.921541214,"Dahlonega, Georgia",34.5673,-84.2436,A great loop from Amicalola Falls State Park that returns on the AT Approach Trail.,,41, 61, 'Cloudy. Highs in the low 60s and lows in the low 40s.', 'rain', 10, 0.0, 73, 'No thunder', 59, 'Low', 6,,33.827554,-84.32355,51.37018217712492,0.856169702952082,Hiking,11/22/2020
870,Trail,Stone Mountain Walk Up and Cherokee Trail Loop,2020-11-22 13:29:02.931751013,2020-11-22 13:29:02.931751013,"Stone Mountain, Georgia",33.8108,-84.1613,"Hike up the Walk-Up Trail and then back down to the intersecting Cherokee Trail, to circle Stone Mountain.",,47, 66, 'Mostly cloudy. Highs in the mid 60s and lows in the upper 40s.', 'rain', 10, 0.0, 73, 'No thunder', 64, 'Low', 4,,33.827554,-84.32355,10.594662329745685,0.1765777054957614,Hiking,11/22/2020
